raceId,driverId,lap,position,time,milliseconds
6,9,17,7,1:29.641,89641.0
6,9,18,6,1:29.517,89517.0
6,9,19,8,1:29.649,89649.0
6,9,20,9,1:29.385,89385.0
6,9,21,9,1:29.334,89334.0
6,9,22,6,1:29.283,89283.0
6,9,23,6,1:29.253,89253.0
6,9,24,8,1:29.352,89352.0
6,9,25,3,1:29.326,89326.0
6,9,26,4,1:29.227,89227.0
6,9,27,4,1:29.510,89510.0
6,9,28,5,1:29.169,89169.0
6,9,29,5,1:29.147,89147.0
6,9,30,8,1:29.442,89442.0
6,9,31,5,1:29.415,89415.0
6,9,32,2,1:29.135,89135.0
6,9,33,4,1:29.452,89452.0
6,9,34,6,1:29.194,89194.0
6,9,35,9,1:29.391,89391.0
6,9,36,3,1:29.475,89475.0
6,9,37,7,1:29.232,89232.0
6,9,38,6,1:29.121,89121.0
6,9,39,9,1:28.965,88965.0
6,9,40,6,1:29.076,89076.0
6,9,41,3,1:29.002,89002.0
6,9,42,4,1:28.803,88803.0
6,9,43,7,1:28.942,88942.0
6,9,44,6,1:28.958,88958.0
6,9,45,8,1:28.918,88918.0
6,9,46,10,1:28.994,88994.0
6,9,47,10,1:28.507,88507.0
6,9,48,8,1:29.183,89183.0
6,9,49,2,1:28.685,88685.0
6,9,50,1,1:28.857,88857.0
6,9,51,7,1:28.795,88795.0
6,9,52,9,1:28.899,88899.0
6,9,53,5,1:28.853,88853.0
6,9,54,6,1:28.828,88828.0
6,9,55,6,1:29.200,89200.0
6,10,1,4,1:29.127,89127.0
6,10,2,6,1:28.959,88959.0
6,10,3,3,1:28.723,88723.0
6,10,4,1,1:28.993,88993.0
6,10,5,2,1:28.717,88717.0
6,10,6,5,1:29.058,89058.0
6,10,7,2,1:29.050,89050.0
6,10,8,3,1:28.976,88976.0
6,10,9,4,1:28.961,88961.0
6,10,10,8,1:28.995,88995.0
6,10,11,10,1:28.702,88702.0
6,10,12,4,1:28.786,88786.0
6,10,13,3,1:28.913,88913.0
6,10,14,10,1:28.897,88897.0
6,10,15,1,1:28.988,88988.0
6,10,16,4,1:28.738,88738.0
6,10,17,6,1:28.733,88733.0
6,10,18,7,1:28.804,88804.0
6,10,19,8,1:28.409,88409.0
6,10,20,5,1:28.860,88860.0
6,10,21,6,1:28.491,88491.0
6,10,22,6,1:28.786,88786.0
6,10,23,1,1:28.562,88562.0
6,10,24,9,1:28.480,88480.0
6,10,25,5,1:28.518,88518.0
6,10,26,2,1:28.540,88540.0
6,10,27,7,1:28.585,88585.0
6,10,28,8,1:28.500,88500.0
6,10,29,10,1:28.803,88803.0
6,10,30,6,1:28.528,88528.0
6,10,31,3,1:28.503,88503.0
6,10,32,7,1:28.632,88632.0
6,10,33,8,1:28.433,88433.0
6,10,34,3,1:28.274,88274.0
6,10,35,3,1:28.388,88388.0
6,10,36,2,1:28.436,88436.0
6,10,37,8,1:28.499,88499.0
6,10,38,5,1:28.317,88317.0
6,10,39,2,1:28.583,88583.0
6,10,40,7,1:28.306,88306.0
6,10,41,9,1:28.109,88109.0
6,10,42,7,1:28.289,88289.0
6,10,43,3,1:28.193,88193.0
6,10,44,3,1:28.411,88411.0
6,10,45,6,1:28.037,88037.0
6,10,46,7,1:28.172,
6,10,47,7,1:27.947,87947.0
6,10,48,7,1:28.190,88190.0
6,10,49,6,1:28.061,88061.0
6,10,50,9,1:28.045,88045.0
6,10,51,1,1:28.064,88064.0
6,10,52,6,1:28.007,88007.0
6,10,53,7,1:28.293,88293.0
6,10,54,10,1:28.114,88114.0
6,10,55,4,1:28.156,88156.0
7,1,1,4,1:33.541,93541.0
7,1,2,1,1:33.488,93488.0
7,1,3,2,1:33.264,93264.0
7,1,4,10,1:33.401,93401.0
7,1,5,4,1:33.481,93481.0
7,1,6,4,1:33.407,93407.0
7,1,7,10,1:33.435,93435.0
7,1,8,6,1:33.519,93519.0
7,1,9,7,1:33.626,93626.0
7,1,10,4,1:33.560,93560.0
7,1,11,6,1:33.611,93611.0
7,1,12,1,1:33.425,93425.0
7,1,13,10,1:33.542,93542.0
7,1,14,5,1:33.491,93491.0
7,1,15,7,1:33.230,93230.0
7,1,16,10,1:33.364,93364.0
7,1,17,1,1:33.483,93483.0
7,1,18,4,1:33.517,93517.0
7,1,19,1,1:33.531,93531.0
7,1,20,9,1:33.270,93270.0
7,1,21,1,1:32.993,92993.0
7,1,22,2,1:33.053,93053.0
7,1,23,6,1:33.159,93159.0
7,1,24,1,1:32.895,92895.0
7,1,25,10,1:33.051,93051.0
7,1,26,9,1:33.132,93132.0
7,1,27,4,1:33.311,93311.0
7,1,28,8,1:33.355,93355.0
7,1,29,2,1:33.074,93074.0
7,1,30,7,1:32.891,92891.0
7,1,31,10,1:33.170,93170.0
7,1,32,2,1:32.951,92951.0
7,1,33,8,1:33.175,93175.0
7,1,34,10,1:33.149,93149.0
7,1,35,8,1:32.962,92962.0
7,1,36,2,1:32.990,92990.0
7,1,37,2,1:33.083,93083.0
7,1,38,9,1:33.025,93025.0
7,1,39,6,1:33.210,93210.0
7,1,40,10,1:32.697,92697.0
7,1,41,1,1:32.816,92816.0
7,1,42,5,1:32.949,92949.0
7,1,43,4,1:32.843,92843.0
7,1,44,9,1:32.667,92667.0
7,1,45,8,1:32.754,92754.0
7,1,46,3,1:32.729,92729.0
7,1,47,8,1:32.724,92724.0
7,1,48,1,1:32.622,92622.0
7,1,49,9,1:32.634,92634.0
7,1,50,4,1:32.851,92851.0
7,1,51,5,1:32.608,92608.0
7,1,52,6,1:32.525,92525.0
7,1,53,1,1:32.707,92707.0
7,1,54,9,1:32.808,92808.0
7,1,55,4,1:32.629,92629.0
7,1,56,1,1:32.579,92579.0
7,2,1,4,1:34.702,94702.0
7,2,2,4,1:34.796,94796.0
7,2,3,10,1:34.872,94872.0
7,2,4,1,1:34.813,94813.0
7,2,5,2,1:34.702,94702.0
7,2,6,8,1:34.747,94747.0
7,2,7,7,1:34.579,94579.0
7,2,8,2,1:34.621,94621.0
7,2,9,9,1:34.844,94844.0
7,2,10,2,1:34.774,94774.0
7,2,11,6,1:34.516,94516.0
7,2,12,7,1:34.551,94551.0
7,2,13,9,1:34.387,94387.0
7,2,14,9,1:34.860,94860.0
7,2,15,4,1:34.806,94806.0
7,2,16,1,1:34.590,94590.0
7,2,17,2,1:35.074,570660.0
7,2,18,2,1:34.408,94408.0
7,2,19,10,1:34.456,94456.0
7,2,20,1,1:34.476,94476.0
7,2,21,7,1:34.432,94432.0
7,2,22,8,1:34.299,94299.0
7,2,23,2,1:34.227,94227.0
7,2,24,8,1:34.542,94542.0
7,2,25,5,1:34.216,94216.0
7,2,26,1,1:34.568,94568.0
7,2,27,2,1:34.598,94598.0
7,2,28,7,1:34.507,
7,2,29,1,1:34.343,94343.0
7,2,30,3,1:34.359,94359.0
7,2,31,10,1:34.389,94389.0
7,2,32,5,1:34.350,94350.0
7,2,33,4,1:34.315,94315.0
7,2,34,5,1:34.469,94469.0
7,2,35,1,1:34.257,94257.0
7,2,36,2,1:34.229,94229.0
7,2,37,7,1:34.120,94120.0
7,2,38,3,1:34.191,94191.0
7,2,39,4,1:34.248,94248.0
7,2,40,1,1:34.109,94109.0
7,2,41,2,1:34.085,94085.0
7,2,42,4,1:33.989,93989.0
7,2,43,8,1:34.022,94022.0
7,2,44,9,1:33.933,93933.0
7,2,45,3,1:34.095,94095.0
7,2,46,9,1:34.006,94006.0
7,2,47,2,1:33.853,93853.0
7,2,48,8,1:33.784,93784.0
7,2,49,2,1:34.146,94146.0
7,2,50,3,1:33.969,93969.0
7,2,51,7,1:33.964,93964.0
7,2,52,8,1:33.922,93922.0
7,2,53,4,1:33.994,93994.0
7,2,54,8,1:33.554,93554.0
7,2,55,9,1:33.784,93784.0
7,2,56,10,1:33.726,93726.0
7,3,1,1,1:33.874,93874.0
7,3,2,2,1:33.562,93562.0
7,3,3,6,1:33.715,93715.0
7,3,4,7,1:33.716,93716.0
7,3,5,7,1:33.702,93702.0
7,3,6,7,1:33.785,93785.0
7,3,7,10,1:33.763,93763.0
7,3,8,8,1:33.706,93706.0
7,3,9,5,1:33.790,93790.0
7,3,10,6,1:33.415,93415.0
7,3,11,8,1:33.866,93866.0
7,3,12,10,1:33.836,93836.0
7,3,13,5,1:33.619,93619.0
7,3,14,4,1:33.571,93571.0
7,3,15,9,1:33.705,93705.0
7,3,16,1,1:33.534,93534.0
7,3,17,8,1:33.879,93879.0
7,3,18,8,1:33.608,
7,3,19,7,1:33.446,93446.0
7,3,20,3,1:33.452,93452.0
7,3,21,2,1:33.457,93457.0
7,3,22,8,1:33.279,93279.0
7,3,23,1,1:33.316,93316.0
7,3,24,7,1:33.239,93239.0
7,3,25,2,1:33.176,93176.0
7,3,26,1,1:33.550,93550.0
7,3,27,6,1:33.381,93381.0
7,3,28,9,1:33.231,93231.0
7,3,29,7,1:33.259,93259.0
7,3,30,10,1:33.411,93411.0
7,3,31,1,1:33.167,93167.0
7,3,32,5,1:33.282,93282.0
7,3,33,8,1:33.266,93266.0
7,3,34,10,1:33.307,93307.0
7,3,35,3,1:33.282,93282.0
7,3,36,4,1:33.309,93309.0
7,3,37,7,1:33.085,93085.0
7,3,38,5,1:33.100,93100.0
7,3,39,5,1:33.047,93047.0
7,3,40,1,1:33.055,93055.0
7,3,41,2,1:32.961,92961.0
7,3,42,9,1:32.632,92632.0
7,3,43,5,1:32.828,92828.0
7,3,44,5,1:33.174,93174.0
7,3,45,5,1:32.822,92822.0
7,3,46,10,1:32.647,92647.0
7,3,47,9,1:32.771,92771.0
7,3,48,1,1:32.767,92767.0
7,3,49,1,1:32.981,92981.0
7,3,50,1,1:32.965,92965.0
7,3,51,9,1:32.789,92789.0
7,3,52,1,1:32.890,92890.0
7,3,53,2,1:32.815,92815.0
7,3,54,2,1:32.785,92785.0
7,3,55,2,1:32.961,92961.0
7,3,56,7,1:32.950,92950.0
7,4,1,5,1:33.462,93462.0
7,4,2,8,1:33.352,93352.0
7,4,3,5,1:33.602,93602.0
7,4,4,2,1:33.262,
7,4,5,9,1:33.354,93354.0
7,4,6,9,1:33.352,93352.0
7,4,7,5,1:33.516,93516.0
7,4,8,9,1:33.501,93501.0
7,4,9,1,1:33.346,93346.0
7,4,10,7,1:33.198,93198.0
7,4,11,3,1:33.423,93423.0
7,4,12,4,1:33.510,93510.0
7,4,13,8,1:33.331,93331.0
7,4,14,5,1:33.360,93360.0
7,4,15,1,1:33.156,93156.0
7,4,16,8,1:33.412,93412.0
7,4,17,6,1:33.189,
7,4,18,4,1:33.058,93058.0
7,4,19,9,1:33.474,93474.0
7,4,20,9,1:33.253,93253.0
7,4,21,10,1:33.280,93280.0
7,4,22,2,1:33.031,93031.0
7,4,23,8,1:32.974,92974.0
7,4,24,8,1:32.958,92958.0
7,4,25,3,1:32.765,92765.0
7,4,26,10,1:33.159,93159.0
7,4,27,5,1:32.960,92960.0
7,4,28,4,1:32.911,92911.0
7,4,29,8,1:32.838,92838.0
7,4,30,5,1:32.948,92948.0
7,4,31,9,1:33.215,93215.0
7,4,32,9,1:32.757,92757.0
7,4,33,2,1:32.824,92824.0
7,4,34,9,1:33.059,
7,4,35,2,1:32.856,92856.0
7,4,36,1,1:32.933,92933.0
7,4,37,6,1:33.110,93110.0
7,4,38,7,1:32.974,92974.0
7,4,39,7,1:32.580,92580.0
7,4,40,8,1:32.644,92644.0
7,4,41,9,1:32.803,92803.0
7,4,42,4,1:32.414,92414.0
7,4,43,2,1:32.484,92484.0
7,4,44,3,1:32.825,92825.0
7,4,45,5,1:32.520,92520.0
7,4,46,5,1:32.608,92608.0
7,4,47,5,1:32.466,92466.0
7,4,48,3,1:32.592,92592.0
7,4,49,5,1:32.347,92347.0
7,4,50,6,1:32.526,92526.0
7,4,51,8,1:32.390,92390.0
7,4,52,1,1:32.584,92584.0
7,4,53,9,1:32.754,92754.0
7,4,54,9,1:32.512,92512.0
7,4,55,7,1:32.635,92635.0
7,4,56,6,1:32.365,92365.0
7,5,1,6,1:33.517,93517.0
7,5,2,4,1:33.348,93348.0
7,5,3,5,1:33.299,93299.0
7,5,4,2,1:33.118,93118.0
7,5,5,7,1:33.475,93475.0
7,5,6,5,1:33.421,93421.0
7,5,7,2,1:33.216,93216.0
7,5,8,8,1:33.268,93268.0
7,5,9,4,1:33.199,93199.0
7,5,10,10,1:33.385,93385.0
7,5,11,7,1:33.283,93283.0
7,5,12,3,1:33.216,93216.0
7,5,13,3,1:33.241,93241.0
7,5,14,3,1:33.343,93343.0
7,5,15,2,1:33.143,93143.0
7,5,16,9,1:33.180,93180.0
7,5,17,7,1:33.213,93213.0
7,5,18,2,1:33.205,93205.0
7,5,19,2,1:33.158,93158.0
7,5,20,2,1:33.053,93053.0
7,5,21,5,1:32.859,92859.0
7,5,22,2,1:32.931,92931.0
7,5,23,2,1:33.026,93026.0
7,5,24,2,1:33.131,93131.0
7,5,25,5,1:32.887,92887.0
7,5,26,8,1:32.878,92878.0
7,5,27,6,1:32.732,92732.0
7,5,28,9,1:32.818,92818.0
7,5,29,2,1:33.010,93010.0
7,5,30,1,1:32.808,92808.0
7,5,31,2,1:33.005,93005.0
7,5,32,8,1:33.001,93001.0
7,5,33,5,1:32.740,92740.0
7,5,34,7,1:33.052,93052.0
7,5,35,4,1:32.855,92855.0
7,5,36,8,1:32.904,92904.0
7,5,37,6,1:32.931,92931.0
7,5,38,6,1:32.829,92829.0
7,5,39,4,1:32.905,92905.0
7,5,40,3,1:32.548,92548.0
7,5,41,2,1:32.404,92404.0
7,5,42,4,1:32.463,92463.0
7,5,43,5,1:32.579,92579.0
7,5,44,8,1:32.436,92436.0
7,5,45,3,1:32.512,92512.0
7,5,46,2,1:32.550,92550.0
7,5,47,10,1:32.626,92626.0
7,5,48,2,1:32.458,92458.0
7,5,49,4,1:32.519,92519.0
7,5,50,2,1:32.531,92531.0
7,5,51,7,1:32.830,
7,5,52,4,1:32.436,92436.0
7,5,53,9,1:32.531,92531.0
7,5,54,9,1:32.551,92551.0
7,5,55,7,1:32.168,92168.0
7,5,56,10,1:32.727,92727.0
7,6,1,9,1:33.359,93359.0
7,6,2,6,1:33.618,93618.0
7,6,3,2,1:33.426,93426.0
7,6,4,8,1:33.399,93399.0
7,6,5,1,1:33.448,93448.0
7,6,6,6,1:33.588,93588.0
7,6,7,8,1:33.713,93713.0
7,6,8,9,1:33.411,93411.0
7,6,9,8,1:33.597,93597.0
7,6,10,10,1:33.505,93505.0
7,6,11,1,1:33.575,93575.0
7,6,12,1,1:33.456,93456.0
7,6,13,5,1:33.479,93479.0
7,6,14,3,1:33.639,93639.0
7,6,15,1,1:33.389,93389.0
7,6,16,5,1:33.278,93278.0
7,6,17,1,1:33.498,93498.0
7,6,18,10,1:33.343,93343.0
7,6,19,1,1:33.377,93377.0
7,6,20,7,1:33.150,93150.0
7,6,21,4,1:33.417,93417.0
7,6,22,3,1:33.049,93049.0
7,6,23,6,1:33.215,93215.0
7,6,24,2,1:33.258,93258.0
7,6,25,7,1:33.097,93097.0
7,6,26,5,1:32.855,92855.0
7,6,27,3,1:32.866,92866.0
7,6,28,6,1:33.098,93098.0
7,6,29,3,1:32.881,92881.0
7,6,30,6,1:33.040,93040.0
7,6,31,2,1:33.000,93000.0
7,6,32,1,1:33.095,93095.0
7,6,33,7,1:32.916,92916.0
7,6,34,6,1:33.147,93147.0
7,6,35,1,1:33.039,93039.0
7,6,36,2,1:33.066,93066.0
7,6,37,3,1:32.982,92982.0
7,6,38,2,1:32.875,92875.0
7,6,39,10,1:33.213,93213.0
7,6,40,7,1:32.904,92904.0
7,6,41,1,1:32.686,92686.0
7,6,42,10,1:32.789,92789.0
7,6,43,10,1:32.830,92830.0
7,6,44,3,1:32.814,92814.0
7,6,45,3,1:32.898,92898.0
7,6,46,1,1:32.673,92673.0
7,6,47,3,1:32.598,
7,6,48,3,1:32.858,92858.0
7,6,49,8,1:32.524,92524.0
7,6,50,1,1:32.830,92830.0
7,6,51,5,1:32.704,92704.0
7,6,52,2,1:32.567,92567.0
7,6,53,10,1:32.628,92628.0
7,6,54,8,1:32.622,92622.0
7,6,55,2,1:32.384,92384.0
7,6,56,10,1:32.628,92628.0
7,7,1,7,1:33.703,93703.0
7,7,2,3,1:33.666,93666.0
7,7,3,2,1:33.829,93829.0
7,7,4,2,1:33.557,93557.0
7,7,5,10,1:33.759,93759.0
7,7,6,7,1:33.550,93550.0
7,7,7,7,1:33.659,93659.0
7,7,8,7,1:33.627,93627.0
7,7,9,1,1:33.741,93741.0
7,7,10,6,1:33.603,93603.0
7,7,11,4,1:33.489,93489.0
7,7,12,5,1:33.827,93827.0
7,7,13,5,1:33.617,93617.0
7,7,14,10,1:33.563,93563.0
7,7,15,10,1:33.401,93401.0
7,7,16,7,1:33.748,93748.0
7,7,17,4,1:33.559,93559.0
7,7,18,5,1:33.557,
7,7,19,1,1:33.556,93556.0
7,7,20,10,1:32.992,92992.0
7,7,21,7,1:33.329,93329.0
7,7,22,3,1:33.475,93475.0
7,7,23,4,1:33.404,93404.0
7,7,24,9,1:33.429,93429.0
7,7,25,5,1:33.241,93241.0
7,7,26,1,1:33.288,93288.0
7,7,27,9,1:33.232,93232.0
7,7,28,2,1:33.289,
7,7,29,9,1:33.265,93265.0
7,7,30,8,1:33.364,93364.0
7,7,31,2,1:33.318,93318.0
7,7,32,3,1:33.289,93289.0
7,7,33,5,1:33.229,93229.0
7,7,34,8,1:33.189,93189.0
7,7,35,2,1:33.196,93196.0
7,7,36,2,1:33.379,93379.0
7,7,37,4,1:33.175,93175.0
7,7,38,5,1:33.344,93344.0
7,7,39,1,1:33.256,93256.0
7,7,40,3,1:32.874,92874.0
7,7,41,3,1:32.944,92944.0
7,7,42,1,1:32.817,92817.0
7,7,43,3,1:32.904,92904.0
7,7,44,10,1:32.835,92835.0
7,7,45,4,1:32.981,92981.0
7,7,46,3,1:32.981,92981.0
7,7,47,7,1:32.823,92823.0
7,7,48,1,1:32.858,92858.0
7,7,49,3,1:32.692,92692.0
7,7,50,8,1:32.850,92850.0
7,7,51,10,1:33.136,93136.0
7,7,52,8,1:32.902,92902.0
7,7,53,7,1:32.838,92838.0
7,7,54,1,1:32.680,92680.0
7,7,55,8,1:32.584,92584.0
7,7,56,4,1:32.779,92779.0
7,8,1,6,1:33.547,93547.0
7,8,2,6,1:33.452,93452.0
7,8,3,2,1:33.448,93448.0
7,8,4,6,1:33.352,93352.0
7,8,5,3,1:33.557,93557.0
7,8,6,5,1:33.296,93296.0
7,8,7,4,1:33.415,93415.0
7,8,8,2,1:33.175,93175.0
7,8,9,8,1:33.399,93399.0
7,8,10,8,1:33.450,93450.0
7,8,11,1,1:33.655,93655.0
7,8,12,2,1:33.554,93554.0
7,8,13,3,1:33.708,93708.0
7,8,14,4,1:33.383,93383.0
7,8,15,7,1:33.473,93473.0
7,8,16,7,1:33.361,93361.0
7,8,17,10,1:33.262,93262.0
7,8,18,9,1:33.254,93254.0
7,8,19,6,1:33.241,93241.0
7,8,20,7,1:33.059,93059.0
7,8,21,1,1:32.837,92837.0
7,8,22,9,1:32.922,92922.0
7,8,23,1,1:32.946,92946.0
7,8,24,10,1:33.070,93070.0
7,8,25,5,1:33.164,93164.0
7,8,26,5,1:33.156,93156.0
7,8,27,2,1:33.093,93093.0
7,8,28,9,1:33.144,93144.0
7,8,29,1,1:33.114,93114.0
7,8,30,3,1:33.148,93148.0
7,8,31,5,1:32.706,
7,8,32,8,1:32.943,92943.0
7,8,33,3,1:33.110,
7,8,34,7,1:32.790,92790.0
7,8,35,4,1:33.125,93125.0
7,8,36,5,1:32.811,92811.0
7,8,37,5,1:32.912,92912.0
7,8,38,6,1:32.745,92745.0
7,8,39,2,1:33.002,93002.0
7,8,40,2,1:32.802,92802.0
7,8,41,1,1:32.616,92616.0
7,8,42,7,1:32.656,92656.0
7,8,43,7,1:32.854,92854.0
7,8,44,8,1:32.529,92529.0
7,8,45,4,1:32.636,92636.0
7,8,46,5,1:32.597,92597.0
7,8,47,4,1:32.605,92605.0
7,8,48,5,1:32.620,92620.0
7,8,49,1,1:32.679,92679.0
7,8,50,4,1:32.541,92541.0
7,8,51,2,1:32.568,92568.0
7,8,52,8,1:32.371,92371.0
7,8,53,6,1:32.627,92627.0
7,8,54,6,1:32.715,92715.0
7,8,55,5,1:32.627,92627.0
7,8,56,1,1:32.426,92426.0
7,9,1,10,1:34.318,94318.0
7,9,2,1,1:34.108,94108.0
7,9,3,1,1:34.119,94119.0
7,9,4,6,1:34.070,94070.0
7,9,5,2,1:34.242,94242.0
7,9,6,1,1:34.337,94337.0
7,9,7,6,1:34.262,94262.0
7,9,8,10,1:34.373,94373.0
7,9,9,4,1:34.298,94298.0
7,9,10,8,1:34.260,94260.0
7,9,11,9,1:34.293,94293.0
7,9,12,3,1:34.334,94334.0
7,9,13,6,1:34.377,94377.0
7,9,14,10,1:34.161,94161.0
7,9,15,9,1:34.187,94187.0
7,9,16,7,1:34.087,94087.0
7,9,17,5,1:34.351,94351.0
7,9,18,9,1:34.155,94155.0
7,9,19,1,1:34.261,94261.0
7,9,20,6,1:34.022,94022.0
7,9,21,1,1:33.766,93766.0
7,9,22,6,1:33.913,93913.0
7,9,23,1,1:33.986,93986.0
7,9,24,6,1:33.604,93604.0
7,9,25,3,1:33.766,93766.0
7,9,26,4,1:33.895,93895.0
7,9,27,3,1:34.082,94082.0
7,9,28,1,1:33.881,93881.0
7,9,29,1,1:33.860,93860.0
7,9,30,5,1:33.785,93785.0
7,9,31,3,1:33.831,93831.0
7,9,32,9,1:34.010,94010.0
7,9,33,7,1:33.879,93879.0
7,9,34,6,1:33.810,
7,9,35,6,1:33.877,93877.0
7,9,36,8,1:33.743,93743.0
7,9,37,10,1:33.721,93721.0
7,9,38,2,1:33.749,93749.0
7,9,39,3,1:33.729,93729.0
7,9,40,5,1:33.545,93545.0
7,9,41,3,1:33.506,93506.0
7,9,42,8,1:33.543,93543.0
7,9,43,7,1:33.601,
7,9,44,5,1:33.570,93570.0
7,9,45,7,1:33.467,93467.0
7,9,46,3,1:33.362,93362.0
7,9,47,8,1:33.408,93408.0
7,9,48,6,1:33.377,93377.0
7,9,49,6,1:33.475,93475.0
7,9,50,2,1:33.256,93256.0
7,9,51,4,1:33.546,93546.0
7,9,52,7,1:33.339,
7,9,53,5,1:33.300,93300.0
7,9,54,1,1:33.588,93588.0
7,9,55,8,1:33.367,93367.0
7,9,56,1,1:33.536,93536.0
7,10,1,2,1:33.466,93466.0
7,10,2,4,1:33.579,93579.0
7,10,3,1,1:33.631,93631.0
7,10,4,5,1:33.705,93705.0
7,10,5,4,1:33.844,93844.0
7,10,6,10,1:33.441,
7,10,7,5,1:33.450,93450.0
7,10,8,5,1:33.575,93575.0
7,10,9,8,1:33.393,93393.0
7,10,10,3,1:33.461,93461.0
7,10,11,3,1:33.763,93763.0
7,10,12,2,1:33.546,93546.0
7,10,13,4,1:33.620,93620.0
7,10,14,1,1:33.634,93634.0
7,10,15,4,1:33.492,93492.0
7,10,16,4,1:33.509,93509.0
7,10,17,5,1:33.480,93480.0
7,10,18,7,1:33.642,93642.0
7,10,19,4,1:33.425,93425.0
7,10,20,6,1:33.113,93113.0
7,10,21,2,1:33.457,93457.0
7,10,22,3,1:33.256,93256.0
7,10,23,9,1:33.189,93189.0
7,10,24,4,1:33.336,93336.0
7,10,25,10,1:33.412,93412.0
7,10,26,1,1:33.175,93175.0
7,10,27,1,1:33.238,93238.0
7,10,28,9,1:33.089,93089.0
7,10,29,9,1:33.062,93062.0
7,10,30,5,1:33.222,93222.0
7,10,31,5,1:32.954,92954.0
7,10,32,7,1:33.358,
7,10,33,10,1:33.302,93302.0
7,10,34,1,1:32.992,92992.0
7,10,35,2,1:33.207,93207.0
7,10,36,2,1:33.277,
7,10,37,9,1:33.110,93110.0
7,10,38,7,1:32.920,92920.0
7,10,39,8,1:33.230,93230.0
7,10,40,6,1:32.832,92832.0
7,10,41,1,1:32.699,92699.0
7,10,42,5,1:32.937,92937.0
7,10,43,9,1:33.062,93062.0
7,10,44,9,1:32.768,92768.0
7,10,45,5,1:32.711,92711.0
7,10,46,8,1:33.000,93000.0
7,10,47,5,1:32.722,92722.0
7,10,48,8,1:32.871,92871.0
7,10,49,1,1:32.839,92839.0
7,10,50,3,1:32.871,92871.0
7,10,51,2,1:32.782,92782.0
7,10,52,8,1:32.859,92859.0
7,10,53,6,1:32.750,92750.0
7,10,54,4,1:32.832,92832.0
7,10,55,6,1:32.744,92744.0
7,10,56,10,1:32.689,92689.0
8,1,1,10,1:31.893,91893.0
8,1,2,4,1:31.605,91605.0
8,1,3,10,1:31.489,91489.0
8,1,4,8,1:31.528,91528.0
8,1,5,10,1:31.601,91601.0
8,1,6,6,1:31.792,91792.0
8,1,7,9,1:31.735,91735.0
8,1,8,7,1:31.450,91450.0
8,1,9,3,1:31.765,
8,1,10,3,1:31.440,91440.0
8,1,11,3,1:31.353,91353.0
8,1,12,10,1:31.382,91382.0
8,1,13,8,1:31.474,91474.0
8,1,14,6,1:31.496,91496.0
8,1,15,10,1:31.576,91576.0
8,1,16,6,1:31.533,91533.0
8,1,17,9,1:31.747,91747.0
8,1,18,6,1:31.555,91555.0
8,1,19,8,1:31.313,91313.0
8,1,20,3,1:31.196,91196.0
8,1,21,9,1:31.371,91371.0
8,1,22,1,1:31.310,91310.0
8,1,23,8,1:31.309,91309.0
8,1,24,8,1:31.352,91352.0
8,1,25,1,1:31.122,91122.0
8,1,26,10,1:31.158,91158.0
8,1,27,10,1:31.239,91239.0
8,1,28,4,1:31.195,91195.0
8,1,29,9,1:31.052,91052.0
8,1,30,1,1:31.178,91178.0
8,1,31,10,1:31.100,91100.0
8,1,32,2,1:31.173,91173.0
8,1,33,3,1:31.075,91075.0
8,1,34,6,1:31.020,91020.0
8,1,35,9,1:31.414,91414.0
8,1,36,8,1:31.158,91158.0
8,1,37,6,1:31.258,91258.0
8,1,38,8,1:30.802,90802.0
8,1,39,6,1:31.053,91053.0
8,1,40,6,1:30.824,90824.0
8,1,41,8,1:30.870,90870.0
8,1,42,5,1:30.700,90700.0
8,1,43,3,1:30.877,90877.0
8,1,44,1,1:30.863,90863.0
8,1,45,10,1:30.750,
8,1,46,10,1:30.792,90792.0
8,1,47,8,1:31.010,91010.0
8,1,48,3,1:30.878,90878.0
8,1,49,6,1:30.774,90774.0
8,1,50,1,1:30.849,90849.0
8,1,51,6,1:30.729,90729.0
8,1,52,10,1:30.389,90389.0
8,1,53,10,1:30.902,90902.0
8,1,54,5,1:30.967,90967.0
8,1,55,7,1:30.731,90731.0
8,2,1,2,1:30.385,90385.0
8,2,2,7,1:30.341,90341.0
8,2,3,1,1:30.421,570660.0
8,2,4,10,1:30.526,90526.0
8,2,5,4,1:30.375,90375.0
8,2,6,4,1:30.355,90355.0
8,2,7,10,1:30.355,90355.0
8,2,8,10,1:30.455,90455.0
8,2,9,10,1:30.250,90250.0
8,2,10,5,1:30.348,90348.0
8,2,11,4,1:30.354,90354.0
8,2,12,9,1:30.304,90304.0
8,2,13,4,1:30.419,90419.0
8,2,14,5,1:30.289,90289.0
8,2,15,1,1:30.327,90327.0
8,2,16,3,1:30.176,90176.0
8,2,17,2,1:30.287,90287.0
8,2,18,9,1:30.157,90157.0
8,2,19,4,1:30.231,90231.0
8,2,20,5,1:30.140,90140.0
8,2,21,8,1:30.008,90008.0
8,2,22,3,1:30.023,90023.0
8,2,23,4,1:29.859,89859.0
8,2,24,5,1:29.820,89820.0
8,2,25,4,1:29.859,89859.0
8,2,26,2,1:29.892,89892.0
8,2,27,3,1:30.027,90027.0
8,2,28,9,1:30.055,90055.0
8,2,29,10,1:29.832,89832.0
8,2,30,7,1:29.954,89954.0
