Driver,LapNumber,Stint,Compound,Team,driver_sai,field_median_lag1,field_pace_trend,form_vs_baseline,gap_expanding,gap_roll3_mean,race_progress,team_aston_martin,tracktemp_dev_x_tyrelife,tyre_life,tyrelife_x_medium,target_laptime,target_pit_next_lap,target_laptime_fuel_corrected
HAM,21,1,SOFT,MERCEDES,0.0,91.1575,0.1424999999999983,1.0264250000000046,0.031074999999999874,0.56816666666667,0.38181818181818183,0.0,46.17709090909105,21.0,0.0,92.092,0,92.16306574116798
HAM,22,1,SOFT,MERCEDES,0.0,91.3005,0.14300000000000068,0.724214285714285,0.06728571428571413,0.897666666666666,0.4,0.0,-59.42399999999982,22.0,0.0,92.374,0,92.44861902822637
HAM,23,1,SOFT,MERCEDES,0.0,91.2485,-0.0519999999999925,1.0101136363636252,0.11538636363636295,0.9914999999999973,0.41818181818181815,0.0,128.7749090909092,23.0,0.0,92.273,0,92.35117231528478
HAM,24,1,SOFT,MERCEDES,0.0,91.2305,-0.018000000000000682,0.8868043478260779,0.15569565217391193,0.9864999999999924,0.43636363636363634,0.0,64.77381818181834,24.0,0.0,92.449,0,92.53072560234318
HAM,25,1,SOFT,MERCEDES,0.0,91.3245,0.09399999999999409,0.9284374999999988,0.19606249999999883,1.097499999999992,0.45454545454545453,0.0,-30.027272727272525,25.0,0.0,92.225,0,92.31027888940157
HAM,26,1,SOFT,MERCEDES,0.0,91.4735,0.1490000000000009,0.5332199999999944,0.21827999999999861,0.9728333333333268,0.4727272727272727,0.0,93.5716363636365,26.0,0.0,92.522,0,92.61083217646
HAM,27,1,SOFT,MERCEDES,0.0,91.5395,0.0660000000000025,0.734826923076926,0.24767307692307566,0.9528333333333308,0.4909090909090909,0.0,89.07054545454568,27.0,0.0,92.772,1,92.86438546351839
HAM,28,2,MEDIUM,MERCEDES,0.0,91.3665,-0.17300000000000182,1.1149444444444492,0.29055555555555446,1.0464999999999993,0.509090909090909,0.0,0.5989090909090962,1.0,1.0,90.664,0,90.75993875057678
HAM,29,2,MEDIUM,MERCEDES,0.0,90.64099999999999,-0.7255000000000109,-0.25799999999998896,0.2809999999999993,0.8036666666666719,0.5272727272727272,0.0,-2.8021818181818077,2.0,2.0,90.462,0,90.56149203763519
HAM,30,2,MEDIUM,MERCEDES,0.0,90.9255,0.2845000000000084,-0.7188275862068922,0.255327586206896,0.32166666666667254,0.5454545454545454,0.0,-5.7032727272727115,3.0,3.0,90.874,0,90.97704532469358
HAM,31,2,MEDIUM,MERCEDES,0.0,90.9385,0.01300000000000523,-0.30916666666667536,0.24466666666666584,-0.1683333333333318,0.5636363636363636,0.0,2.7956363636363903,4.0,4.0,90.727,0,90.83359861175198
HAM,32,2,MEDIUM,MERCEDES,0.0,90.9365,-0.0020000000000095497,-0.4395161290322489,0.23001612903225754,-0.24583333333333238,0.5818181818181818,0.0,8.994545454545495,5.0,5.0,90.766,0,90.87615189881038
HAM,33,2,MEDIUM,MERCEDES,0.0,90.9525,0.016000000000005343,-0.40349999999999486,0.21699999999999964,-0.15349999999999872,0.6,0.0,1.1934545454545855,6.0,6.0,90.819,0,90.93270518586878
HAM,34,2,MEDIUM,MERCEDES,0.0,91.0295,0.07699999999999818,-0.41454545454545044,0.2040454545454543,-0.20216666666666092,0.6181818181818182,0.0,-6.307636363636327,7.0,7.0,91.02,0,91.13725847292717
HAM,35,2,MEDIUM,MERCEDES,0.0,91.0955,0.0660000000000025,-0.2713235294117695,0.1958235294117643,-0.15749999999999886,0.6363636363636364,0.0,19.191272727272747,8.0,8.0,90.775,0,90.89581175998558
HAM,36,2,MEDIUM,MERCEDES,0.0,91.132,0.03650000000000375,-0.5370285714285704,0.18002857142857107,-0.21433333333333357,0.6545454545454545,0.0,29.69018181818189,9.0,9.0,91.0,0,91.12436504704398
HAM,37,2,MEDIUM,MERCEDES,0.0,91.12049999999999,-0.011500000000012278,-0.2921805555555481,0.17168055555555542,-0.18433333333333243,0.6727272727272727,0.0,30.98909090909096,10.0,10.0,91.082,0,91.20991833410237
HAM,38,2,MEDIUM,MERCEDES,0.0,91.1695,0.049000000000006594,-0.2521756756756811,0.1646756756756754,-0.18833333333333258,0.6909090909090909,0.0,-34.11199999999997,11.0,11.0,91.228,0,91.35947162116076
HAM,39,2,MEDIUM,MERCEDES,0.0,91.241,0.07150000000000034,-0.17300000000000482,0.1599999999999996,-0.07366666666666788,0.7090909090909091,0.0,8.386909090909171,12.0,12.0,91.008,0,91.14302490821918
HAM,40,2,MEDIUM,MERCEDES,0.0,91.10300000000001,-0.13799999999999102,-0.24846153846155078,0.1534615384615377,-0.06516666666667466,0.7272727272727273,0.0,41.58581818181827,13.0,13.0,91.196,0,91.33457819527757
HAM,41,2,MEDIUM,MERCEDES,0.0,91.173,0.06999999999999318,-0.12720000000000303,0.15019999999999917,-0.028333333333340722,0.7454545454545455,0.0,26.584727272727307,14.0,14.0,91.01,0,91.15213148233597
HAM,42,2,MEDIUM,MERCEDES,0.0,91.2875,0.1144999999999925,-0.4172682926829155,0.1397682926829263,-0.11650000000000205,0.7636363636363637,0.0,38.98363636363644,15.0,15.0,91.229,0,91.37468476939436
HAM,43,2,MEDIUM,MERCEDES,0.0,91.2235,-0.06399999999999295,-0.13107142857143014,0.13657142857142798,-0.08299999999999841,0.7818181818181819,0.0,3.1825454545455614,16.0,16.0,91.569,0,91.71823805645278
HAM,44,2,MEDIUM,MERCEDES,0.0,91.35300000000001,0.12950000000000728,0.07758139534883188,0.1384186046511621,-0.018666666666665794,0.8,0.0,-15.318545454545365,17.0,17.0,91.139,0,91.29179134351116
HAM,45,2,MEDIUM,MERCEDES,0.0,91.34700000000001,-0.006000000000000227,-0.3385454545454662,0.13054545454545358,0.004499999999993065,0.8181818181818182,0.0,-18.019636363636295,18.0,18.0,91.428,0,91.58434463056956
HAM,46,2,MEDIUM,MERCEDES,0.0,91.489,0.1419999999999959,-0.18728888888889483,0.12628888888888778,-0.01766666666667523,0.8363636363636363,0.0,3.779272727272854,19.0,19.0,91.283,0,91.44289791762797
HAM,47,2,MEDIUM,MERCEDES,0.0,91.271,-0.21800000000000352,-0.11180434782608542,0.12380434782608588,-0.08566666666667307,0.8545454545454545,0.0,53.97818181818195,20.0,20.0,91.432,0,91.59545120468637
HAM,48,2,MEDIUM,MERCEDES,0.0,91.52000000000001,0.24900000000000944,-0.2072978723404324,0.11929787234042431,-0.04566666666667155,0.8727272727272727,0.0,86.07709090909103,21.0,21.0,91.625,0,91.79200449174476
HAM,49,2,MEDIUM,MERCEDES,0.0,91.53399999999999,0.013999999999981583,-0.02770833333332412,0.1187083333333323,0.005000000000000189,0.8909090909090909,0.0,13.176000000000116,22.0,22.0,91.742,0,91.91255777880318
HAM,50,2,MEDIUM,MERCEDES,0.0,91.667,0.13300000000000978,-0.04281632653060845,0.11781632653061129,0.026000000000000984,0.9090909090909091,0.0,2.274909090909212,23.0,23.0,91.811,0,91.98511106586157
HAM,51,2,MEDIUM,MERCEDES,0.0,91.6635,-0.003500000000002501,0.029090000000008734,0.11840999999999922,0.10450000000000632,0.9272727272727272,0.0,-93.62618181818169,24.0,24.0,91.881,0,92.05866435291996
HAM,52,2,MEDIUM,MERCEDES,0.0,91.7265,0.06300000000000239,0.035382352941176004,0.11911764705882275,0.12566666666666984,0.9454545454545454,0.0,-100.02727272727263,25.0,25.0,91.229,0,91.41021763997837
HAM,53,2,MEDIUM,MERCEDES,0.0,91.6545,-0.07200000000000273,-0.5341442307692296,0.10864423076923001,-0.04116666666666428,0.9636363636363636,0.0,-49.4283636363635,26.0,26.0,91.829,0,92.01377092703676
HAM,54,2,MEDIUM,MERCEDES,0.0,91.8355,0.18099999999999739,-0.11297169811320937,0.10647169811320675,-0.09250000000000114,0.9818181818181818,0.0,29.670545454545596,27.0,27.0,91.852,0,92.04032421409516
HAM,55,2,MEDIUM,MERCEDES,0.0,91.8015,-0.033999999999991815,-0.05493518518518485,0.1054351851851844,-0.12716666666666754,1.0,0.0,72.76945454545469,28.0,28.0,91.823,0,92.01487750115355
LEC,4,1,SOFT,FERRARI,0.0,90.5515,0.16450000000000387,0.1443749999999966,-0.6428750000000036,-0.6428750000000036,0.07272727272727272,0.0,-0.004363636363621026,4.0,0.0,90.065,0,90.0756598611752
LEC,5,1,SOFT,FERRARI,0.0,90.515,-0.03650000000000375,0.1446562500000006,-0.5946562500000034,-0.5478333333333391,0.09090909090909091,0.0,5.494545454545481,5.0,0.0,90.494,0,90.5082131482336
LEC,6,1,SOFT,FERRARI,0.0,90.713,0.1979999999999933,0.3005250000000075,-0.5195250000000016,-0.389166666666668,0.10909090909090909,0.0,-5.406545454545423,6.0,0.0,90.494,0,90.511766435292
LEC,7,1,SOFT,FERRARI,0.0,90.7765,0.06350000000000477,0.1975208333333356,-0.48002083333333445,-0.31716666666666526,0.12727272727272726,0.0,-6.307636363636327,7.0,0.0,90.261,0,90.2823197223504
LEC,8,1,SOFT,FERRARI,0.0,90.76050000000001,-0.015999999999991132,-0.01669642857143777,-0.48280357142857405,-0.3336666666666683,0.14545454545454545,0.0,35.99127272727276,8.0,0.0,90.602,0,90.6268730094088
LEC,9,1,SOFT,FERRARI,0.0,90.9435,0.18299999999999272,0.1236406250000055,-0.46514062500000186,-0.37450000000000233,0.16363636363636364,0.0,0.8901818181818655,9.0,0.0,90.237,0,90.26542629646718
LEC,10,1,SOFT,FERRARI,0.0,90.98349999999999,0.03999999999999204,-0.25009722222221836,-0.49640277777777914,-0.5291666666666686,0.18181818181818182,0.0,2.98909090909099,10.0,0.0,90.538,0,90.5699795835256
LEC,11,1,SOFT,FERRARI,0.0,91.08250000000001,0.09900000000001796,-0.043287500000010914,-0.5012125000000026,-0.5441666666666691,0.2,0.0,-19.811999999999927,11.0,0.0,90.714,0,90.74953287058399
LEC,12,1,SOFT,FERRARI,0.0,91.3165,0.23399999999999466,-0.09207954545454877,-0.5104204545454575,-0.6311666666666724,0.21818181818181817,0.0,-15.613090909090829,12.0,0.0,90.851,0,90.89008615764239
LEC,13,1,SOFT,FERRARI,0.0,91.3475,0.0309999999999917,0.012760416666671603,-0.5092604166666691,-0.5478333333333391,0.23636363636363636,0.0,-24.71418181818175,13.0,0.0,90.82,0,90.86263944470079
LEC,14,1,SOFT,FERRARI,0.0,91.37950000000001,0.03200000000001069,-0.04637500000001071,-0.5131250000000034,-0.5528333333333393,0.2545454545454545,0.0,-42.015272727272674,14.0,0.0,90.811,0,90.8571927317592
LEC,15,1,SOFT,FERRARI,0.0,91.569,0.18949999999999534,-0.2273839285714213,-0.5306160714285743,-0.604666666666669,0.2727272727272727,0.0,25.483636363636464,15.0,0.0,91.095,0,91.14474601881759
LEC,16,1,SOFT,FERRARI,0.0,91.64099999999999,0.07199999999998852,-0.01435833333332348,-0.5316416666666688,-0.6211666666666673,0.2909090909090909,0.0,14.382545454545493,16.0,0.0,91.026,0,91.07929930587599
LEC,17,1,SOFT,FERRARI,0.0,91.626,-0.014999999999986358,-0.06408593750000602,-0.5359140625000025,-0.6346666666666655,0.3090909090909091,0.0,-27.218545454545414,17.0,0.0,91.505,0,91.56185259293439
LEC,18,1,SOFT,FERRARI,0.0,91.73349999999999,0.1074999999999875,0.2893308823529466,-0.5178308823529434,-0.4581666666666659,0.32727272727272727,0.0,-16.21963636363627,18.0,0.0,91.172,1,91.23240587999278
LEC,19,2,MEDIUM,FERRARI,0.0,91.87299999999999,0.13949999999999818,-0.17299305555554723,-0.5280069444444462,-0.5098333333333329,0.34545454545454546,0.0,-4.101090909090907,1.0,1.0,90.2,0,90.26395916705118
LEC,20,2,MEDIUM,FERRARI,0.0,91.015,-0.8579999999999899,-0.2718881578947331,-0.5431118421052646,-0.581499999999996,0.36363636363636365,0.0,-0.6021818181818048,2.0,2.0,90.177,0,90.2445124541096
LEC,21,2,MEDIUM,FERRARI,0.0,91.1575,0.1424999999999983,-0.41551874999999117,-0.564981250000001,-0.8321666666666611,0.38181818181818183,0.0,-9.30327272727272,3.0,3.0,90.327,0,90.39806574116798
LEC,22,2,MEDIUM,FERRARI,0.0,91.3005,0.14300000000000068,-0.3890654761904765,-0.5844345238095249,-0.922999999999997,0.4,0.0,-9.20436363636361,4.0,4.0,90.073,0,90.14761902822637
LEC,23,2,MEDIUM,FERRARI,0.0,91.2485,-0.0519999999999925,-0.5641988636363758,-0.6113011363636379,-1.043166666666669,0.41818181818181815,0.0,2.4945454545454737,5.0,5.0,90.421,0,90.4991723152848
LEC,24,2,MEDIUM,FERRARI,0.0,91.2305,-0.018000000000000682,-0.1895815217391288,-0.6199184782608711,-0.9861666666666716,0.43636363636363634,0.0,0.593454545454577,6.0,6.0,90.415,0,90.49672560234319
LEC,25,2,MEDIUM,FERRARI,0.0,91.3245,0.09399999999999409,-0.27751562499999294,-0.6319843750000013,-0.964833333333336,0.45454545454545453,0.0,6.992363636363663,7.0,7.0,90.629,0,90.71427888940158
LEC,26,2,MEDIUM,FERRARI,0.0,91.4735,0.1490000000000009,-0.2040149999999954,-0.6404850000000011,-0.8544999999999968,0.4727272727272727,0.0,-31.20872727272723,8.0,8.0,90.671,0,90.75983217646
LEC,27,2,MEDIUM,FERRARI,0.0,91.5395,0.0660000000000025,-0.2192451923076888,-0.6492548076923086,-0.8741666666666627,0.4909090909090909,0.0,43.19018181818189,9.0,9.0,90.674,0,90.76638546351839
LEC,28,2,MEDIUM,FERRARI,0.0,91.3665,-0.17300000000000182,-0.04164351851851322,-0.6508564814814822,-0.8018333333333297,0.509090909090909,0.0,-31.010909090909067,10.0,10.0,90.414,0,90.50993875057678
LEC,29,2,MEDIUM,FERRARI,0.0,90.64099999999999,-0.7255000000000109,0.4087187500000107,-0.6357187500000003,-0.5959999999999942,0.5272727272727272,0.0,-6.6119999999999735,11.0,11.0,90.423,0,90.52249203763519
LEC,30,2,MEDIUM,FERRARI,0.0,90.9255,0.2845000000000084,0.12862500000000243,-0.6311250000000002,-0.47399999999999426,0.5454545454545454,0.0,-13.21309090909088,12.0,12.0,90.749,0,90.85204532469358
LEC,31,2,MEDIUM,FERRARI,0.0,90.9385,0.01300000000000523,0.42690416666665765,-0.6164041666666672,-0.3063333333333323,0.5636363636363636,0.0,-79.31418181818174,13.0,13.0,90.445,0,90.55159861175197
LEC,32,2,MEDIUM,FERRARI,0.0,90.9365,-0.0020000000000095497,0.12087499999999851,-0.6123750000000006,-0.3945000000000031,0.5818181818181818,0.0,-25.215272727272634,14.0,14.0,90.765,0,90.87515189881037
LEC,33,2,MEDIUM,FERRARI,0.0,90.9525,0.016000000000005343,0.41159765625000055,-0.5990976562500006,-0.28950000000000387,0.6,0.0,-40.516363636363515,15.0,15.0,90.986,0,91.09970518586879
LEC,34,2,MEDIUM,FERRARI,0.0,91.0295,0.07699999999999818,0.5387613636363695,-0.582261363636364,-0.2408333333333322,0.6181818181818182,0.0,-20.81745454545444,16.0,16.0,90.61,0,90.72725847292718
LEC,35,2,MEDIUM,FERRARI,0.0,91.0955,0.0660000000000025,0.09391544117646922,-0.579415441176471,-0.23883333333333212,0.6363636363636364,0.0,6.7814545454545865,17.0,17.0,91.052,0,91.17281175998558
LEC,36,2,MEDIUM,FERRARI,0.0,91.132,0.03650000000000375,0.48514642857143064,-0.5651464285714289,-0.2029999999999982,0.6545454545454545,0.0,8.980363636363705,18.0,18.0,90.999,1,91.12336504704398
LEC,37,3,HARD,FERRARI,0.0,91.12049999999999,-0.011500000000012278,0.43132291666666944,-0.5528229166666669,-0.2289999999999992,0.6727272727272727,0.0,-2.201090909090901,1.0,0.0,90.569,0,90.69691833410238
LEC,38,3,HARD,FERRARI,0.0,91.1695,0.049000000000006594,-0.04638851351351003,-0.5541114864864867,-0.2673333333333308,0.6909090909090909,0.0,-1.6021818181818048,2.0,0.0,90.445,0,90.57647162116076
LEC,39,3,HARD,FERRARI,0.0,91.241,0.07150000000000034,-0.23552302631579558,-0.5604769736842109,-0.5060000000000002,0.7090909090909091,0.0,10.796727272727288,3.0,0.0,90.634,0,90.76902490821918
LEC,40,3,HARD,FERRARI,0.0,91.10300000000001,-0.13799999999999102,0.08913141025640248,-0.5581314102564108,-0.6218333333333371,0.7272727272727273,0.0,-15.604363636363615,4.0,0.0,90.402,0,90.54057819527758
LEC,41,3,HARD,FERRARI,0.0,91.173,0.06999999999999318,-0.20754687500000024,-0.5634531250000006,-0.6786666666666719,0.7454545454545455,0.0,-8.005454545454533,5.0,0.0,90.495,0,90.63713148233597
LEC,42,3,HARD,FERRARI,0.0,91.2875,0.1144999999999925,-0.22346036585364804,-0.5690396341463417,-0.6774999999999997,0.7636363636363637,0.0,6.593454545454577,6.0,0.0,90.612,0,90.75768476939436
LEC,43,3,HARD,FERRARI,0.0,91.2235,-0.06399999999999295,-0.041449404761910946,-0.5700505952380956,-0.7249999999999991,0.7818181818181819,0.0,-3.507636363636337,7.0,0.0,90.635,0,90.78423805645278
LEC,44,3,HARD,FERRARI,0.0,91.35300000000001,0.12950000000000728,-0.1445087209302356,-0.5734912790697679,-0.7073333333333333,0.8,0.0,-20.008727272727242,8.0,0.0,90.829,0,90.98179134351116
LEC,45,3,HARD,FERRARI,0.0,91.34700000000001,-0.006000000000000227,0.05423011363634955,-0.5722301136363644,-0.6158333333333417,0.8181818181818182,0.0,-30.609818181818135,9.0,0.0,90.735,0,90.89134463056956
LEC,46,3,HARD,FERRARI,0.0,91.489,0.1419999999999959,-0.1777305555555595,-0.5762694444444454,-0.6633333333333411,0.8363636363636363,0.0,38.98909090909093,10.0,0.0,90.81,0,90.96989791762797
LEC,47,3,HARD,FERRARI,0.0,91.271,-0.21800000000000352,0.11276358695652411,-0.5737635869565226,-0.5776666666666728,0.8545454545454545,0.0,-5.511999999999958,11.0,0.0,91.229,0,91.39245120468637
LEC,48,3,HARD,FERRARI,0.0,91.52000000000001,0.24900000000000944,0.27674734042552196,-0.567747340425533,-0.5020000000000048,0.8727272727272727,0.0,-6.013090909090863,12.0,0.0,90.629,0,90.79600449174477
LEC,49,3,HARD,FERRARI,0.0,91.53399999999999,0.013999999999981583,-0.33022656249998616,-0.5747734375000008,-0.5523333333333321,0.8909090909090909,0.0,-15.614181818181713,13.0,0.0,91.136,0,91.30655777880317
LEC,50,3,HARD,FERRARI,0.0,91.667,0.13300000000000978,0.042880102040811274,-0.5738801020408172,-0.575666666666668,0.9090909090909091,0.0,-18.215272727272634,14.0,0.0,90.927,0,91.10111106586157
LEC,51,3,HARD,FERRARI,0.0,91.6635,-0.003500000000002501,-0.15936749999999167,-0.5771325000000007,-0.7241666666666617,0.9272727272727272,0.0,23.983636363636442,15.0,0.0,90.581,0,90.75866435291996
LEC,52,3,HARD,FERRARI,0.0,91.7265,0.06300000000000239,-0.557223039215684,-0.5882769607843145,-0.8043333333333322,0.9454545454545454,0.0,-43.217454545454416,16.0,0.0,91.072,0,91.25321763997837
LEC,53,3,HARD,FERRARI,0.0,91.6545,-0.07200000000000273,0.005665865384619995,-0.588165865384616,-0.8214999999999956,0.9636363636363636,0.0,-37.41854545454532,17.0,0.0,90.856,0,91.04077092703676
LEC,54,3,HARD,FERRARI,0.0,91.8355,0.18099999999999739,-0.38395047169811414,-0.5955495283018875,-0.9024999999999986,0.9818181818181818,0.0,-43.21963636363627,18.0,0.0,91.042,0,91.23032421409516
LEC,55,3,HARD,FERRARI,0.0,91.8015,-0.033999999999991815,-0.16091435185185388,-0.5985856481481489,-0.7738333333333335,1.0,0.0,-43.720727272727146,19.0,0.0,91.082,0,91.27387750115355
NOR,4,1,SOFT,MCLAREN,0.0,90.5515,0.16450000000000387,-0.12366666666666504,0.13016666666666765,0.13016666666666765,0.07272727272727272,0.0,-10.804363636363604,4.0,0.0,90.719,0,90.7296598611752
NOR,5,1,SOFT,MCLAREN,0.0,90.515,-0.03650000000000375,0.0553749999999944,0.14862499999999912,0.12549999999999764,0.09090909090909091,0.0,-4.505454545454519,5.0,0.0,90.782,0,90.79621314823359
NOR,6,1,SOFT,MCLAREN,0.0,90.713,0.1979999999999933,-0.0636999999999972,0.13269999999999982,0.09316666666666625,0.10909090909090909,0.0,1.1934545454545855,6.0,0.0,91.001,0,91.01876643529201
NOR,7,1,SOFT,MCLAREN,0.0,90.7765,0.06350000000000477,0.07650000000000526,0.14800000000000088,0.16583333333333408,0.12727272727272726,0.0,9.792363636363653,7.0,0.0,90.731,0,90.75231972235039
NOR,8,1,SOFT,MCLAREN,0.0,90.76050000000001,-0.015999999999991132,-0.15214285714286901,0.12264285714285604,0.0879999999999986,0.14545454545454545,0.0,4.791272727272769,8.0,0.0,91.196,0,91.22087300940879
NOR,9,1,SOFT,MCLAREN,0.0,90.9435,0.18299999999999272,0.11362499999999898,0.13887499999999875,0.14916666666666364,0.16363636363636364,0.0,23.390181818181865,9.0,0.0,90.868,0,90.89642629646718
NOR,10,1,SOFT,MCLAREN,0.0,90.98349999999999,0.03999999999999204,-0.22611111111110757,0.1106111111111103,0.035833333333329165,0.18181818181818182,0.0,21.989090909090976,10.0,0.0,91.32,0,91.35197958352559
NOR,11,1,SOFT,MCLAREN,0.0,91.08250000000001,0.09900000000001796,0.11419999999998538,0.12329999999999756,0.1248333333333278,0.2,0.0,16.488000000000042,11.0,0.0,91.391,0,91.426532870584
NOR,12,1,SOFT,MCLAREN,0.0,91.3165,0.23399999999999466,-0.04436363636363373,0.11886363636363419,0.06549999999999538,0.21818181818181817,0.0,17.986909090909137,12.0,0.0,91.775,0,91.8140861576424
NOR,13,1,SOFT,MCLAREN,0.0,91.3475,0.0309999999999917,0.28291666666667703,0.1445833333333321,0.2464999999999975,0.23636363636363636,0.0,42.88581818181829,13.0,0.0,91.892,0,91.93463944470079
NOR,14,1,SOFT,MCLAREN,0.0,91.37950000000001,0.03200000000001069,0.33961538461537527,0.17288461538461336,0.33816666666666606,0.2545454545454545,0.0,-32.215272727272634,14.0,0.0,91.709,0,91.7551927317592
NOR,15,1,SOFT,MCLAREN,0.0,91.569,0.18949999999999534,-0.03053571428571189,0.17053571428571246,0.35999999999999943,0.2727272727272727,0.0,4.483636363636485,15.0,0.0,91.729,0,91.77874601881759
NOR,16,1,SOFT,MCLAREN,0.0,91.64099999999999,0.07199999999998852,-0.0770333333333241,0.16503333333333217,0.24683333333333243,0.2909090909090909,0.0,17.58254545454554,16.0,0.0,91.771,0,91.824299305876
NOR,17,1,SOFT,MCLAREN,0.0,91.626,-0.014999999999986358,-0.018781250000002636,0.16378124999999866,0.12433333333333489,0.3090909090909091,0.0,-68.01854545454539,17.0,0.0,91.87,0,91.9268525929344
NOR,18,1,SOFT,MCLAREN,0.0,91.73349999999999,0.1074999999999875,-0.025676470588222478,0.16217647058823476,0.12316666666667213,0.32727272727272727,0.0,30.580363636363757,18.0,0.0,91.98,1,92.04040587999279
NOR,19,2,MEDIUM,MCLAREN,0.0,91.87299999999999,0.13949999999999818,-0.05211111111109781,0.15911111111111134,0.12950000000000728,0.34545454545454546,0.0,-2.5010909090909053,1.0,1.0,90.709,0,90.77295916705118
NOR,20,2,MEDIUM,MCLAREN,0.0,91.015,-0.8579999999999899,-0.44063157894736615,0.1346315789473688,-0.02083333333332386,0.36363636363636365,0.0,-0.002181818181810513,2.0,2.0,90.707,0,90.77451245410958
NOR,21,2,MEDIUM,MCLAREN,0.0,91.1575,0.1424999999999983,-0.5558750000000053,0.10537500000000008,-0.21649999999999636,0.38181818181818183,0.0,14.096727272727293,3.0,3.0,90.845,0,90.91606574116798
NOR,22,2,MEDIUM,MCLAREN,0.0,91.3005,0.14300000000000068,-0.5341666666666673,0.07866666666666672,-0.4040000000000011,0.4,0.0,9.595636363636373,4.0,4.0,90.748,0,90.82261902822638
NOR,23,2,MEDIUM,MCLAREN,0.0,91.2485,-0.0519999999999925,-0.5528409090909114,0.05234090909090903,-0.4688333333333361,0.41818181818181815,0.0,8.994545454545495,5.0,5.0,90.943,0,91.02117231528479
NOR,24,2,MEDIUM,MCLAREN,0.0,91.2305,-0.018000000000000682,-0.32506521739131244,0.03756521739130392,-0.41450000000000387,0.43636363636363634,0.0,-9.60654545454544,6.0,6.0,91.052,0,91.13372560234319
NOR,25,2,MEDIUM,MCLAREN,0.0,91.3245,0.09399999999999409,-0.29714583333332695,0.024645833333333183,-0.35350000000000154,0.45454545454545453,0.0,-11.907636363636307,7.0,7.0,91.175,0,91.26027888940158
NOR,26,2,MEDIUM,MCLAREN,0.0,91.4735,0.1490000000000009,-0.3102200000000039,0.011719999999999686,-0.28616666666666885,0.4727272727272727,0.0,20.79127272727277,8.0,8.0,91.165,0,91.25383217646
NOR,27,2,MEDIUM,MCLAREN,0.0,91.5395,0.0660000000000025,-0.37136538461538204,-0.0031346153846155945,-0.3151666666666652,0.4909090909090909,0.0,17.09018181818184,9.0,9.0,91.281,0,91.37338546351839
NOR,28,2,MEDIUM,MCLAREN,0.0,91.3665,-0.17300000000000182,-0.0793148148148109,-0.006185185185185244,-0.25283333333333263,0.509090909090909,0.0,17.98909090909099,10.0,10.0,91.492,0,91.58793875057678
NOR,29,2,MEDIUM,MCLAREN,0.0,90.64099999999999,-0.7255000000000109,0.8265714285714415,0.024428571428571848,0.13033333333333985,0.5272727272727272,0.0,-5.511999999999958,11.0,11.0,91.221,0,91.32049203763519
NOR,30,2,MEDIUM,MCLAREN,0.0,90.9255,0.2845000000000084,0.26172413793103805,0.03377586206896606,0.35366666666667373,0.5454545454545454,0.0,-3.613090909090829,12.0,12.0,91.446,0,91.54904532469358
NOR,31,2,MEDIUM,MCLAREN,0.0,90.9385,0.01300000000000523,0.4579333333333262,0.04956666666666697,0.5513333333333369,0.5636363636363636,0.0,-5.21418181818175,13.0,13.0,91.752,0,91.85859861175197
NOR,32,2,MEDIUM,MCLAREN,0.0,90.9365,-0.0020000000000095497,0.7412258064516127,0.0742741935483874,0.5394999999999991,0.5818181818181818,0.0,5.5847272727273065,14.0,14.0,91.442,0,91.55215189881037
NOR,33,2,MEDIUM,MCLAREN,0.0,90.9525,0.016000000000005343,0.40224999999999245,0.08725000000000005,0.604166666666662,0.6,0.0,17.983636363636464,15.0,15.0,91.654,0,91.76770518586878
NOR,34,2,MEDIUM,MCLAREN,0.0,91.0295,0.07699999999999818,0.5209696969696946,0.103530303030303,0.6431666666666634,0.6181818181818182,0.0,-14.417454545454461,16.0,16.0,91.601,0,91.71825847292718
NOR,35,2,MEDIUM,MCLAREN,0.0,91.0955,0.0660000000000025,0.39014705882352735,0.1153529411764705,0.5398333333333293,0.6363636363636364,0.0,-22.11854545454534,17.0,17.0,91.699,0,91.81981175998557
NOR,36,2,MEDIUM,MCLAREN,0.0,91.132,0.03650000000000375,0.4387428571428505,0.12825714285714257,0.5656666666666629,0.6545454545454545,0.0,-32.41963636363624,18.0,18.0,91.322,1,91.44636504704398
NOR,37,3,HARD,MCLAREN,0.0,91.12049999999999,-0.011500000000012278,0.07120833333334334,0.13029166666666667,0.42466666666666697,0.6727272727272727,0.0,3.098909090909096,1.0,0.0,91.403,0,91.53091833410238
NOR,38,3,HARD,MCLAREN,0.0,91.1695,0.049000000000006594,0.10041891891892521,0.13308108108108127,0.3340000000000032,0.6909090909090909,0.0,1.7978181818181866,2.0,0.0,91.368,0,91.49947162116077
NOR,39,3,HARD,MCLAREN,0.0,91.241,0.07150000000000034,-0.0059210526315836565,0.132921052631579,0.18733333333333727,0.7090909090909091,0.0,2.0967272727272928,3.0,0.0,91.196,0,91.33102490821918
NOR,40,3,HARD,MCLAREN,0.0,91.10300000000001,-0.13799999999999102,-0.03889743589744635,0.13189743589743566,0.1511666666666637,0.7272727272727273,0.0,-3.6043636363636153,4.0,0.0,91.335,0,91.47357819527757
